flow_duration,protocol,TotPackets,TotBytes,tot_fwd_pkts,totlen_fwd_pkts,fwd_iat_mean,fwd_pkt_len_max,fwd_pkt_len_mean,tot_bwd_pkts,totlen_bwd_pkts,bwd_iat_mean,bwd_pkt_len_max,bwd_pkt_len_mean
15.789,17,13,6609,7,612,2626,1350,4485,6,326,3151,1350,2124
0.994,6,11,1727,7,100,165,100,384,4,589,246,1152,1343
1785.859,6,356,22520,208,69,8627,69,12460,148,69,12148,69,10060
1797.344,17,449,39928,404,35,4459,288,25708,45,288,40018,288,14220
5.019,17,4,558,2,36,5005,36,128,2,187,5009,187,430
2.975,6,4,196,2,0,2974,0,92,2,0,8,0,104
175.89,2,3,96,3,8,87945,8,96,0,0,0,0,0
1795.33,1,264,14784,264,28,6826,28,14784,0,0,0,0,0
0.001,17,7,1493,7,185,0,219,1493,0,0,0,0,0
1763.515,17,261,65360,261,222,6782,422,65360,0,0,0,0,0
1680.395,1,15,840,15,28,120028,28,840,0,0,0,0,0
1.107,6,22,7900,12,164,86,267,1288,10,1521,105,5227,6612
1786.914,6,358,22738,208,69,8632,69,12460,150,69,11992,69,10278
145.4,17,4,1344,4,308,48466,308,1344,0,0,0,0,0
1.371,6,47,18701,26,924,54,1460,13085,21,433,58,1460,5616
0.521,17,2,144,1,36,0,36,64,1,52,0,52,80
1795.294,17,449,39928,404,35,4454,288,25708,45,288,40018,288,14220
66.746,6,7917,7564793,5112,1400,13,1448,7414427,2805,899,23,1448,150366
1782.111,17,83,3480,82,14,22001,14,3444,1,8,0,8,36
1795.265,17,80,3354,79,14,23016,14,3318,1,8,0,8,36
1776.914,6,98,7421,65,38,27764,205,4611,33,33,55515,98,2810
1795.82,17,446,38980,404,35,4456,288,25708,42,288,42946,288,13272
1798.45,1,38,4497,38,90,48606,320,4497,0,0,0,0,0
1785.86,6,370,25770,214,99,8384,469,15114,156,69,11521,69,10656
18.221,6,2351,2178582,1510,1363,11,1368,2127158,841,776,21,2736,51424
1790.591,6,430,49308,237,204,7587,1380,25058,193,157,9325,837,24250
1.335,17,2,778,2,361,1335,361,778,0,0,0,0,0
317.028,6,79,19895,39,317,8342,1360,10176,40,324,8124,1360,9719
2.423,6,17,2073,9,304,302,304,1388,8,83,344,83,685
200.011,1,2,232,2,88,200011,88,232,0,0,0,0,0
11.251,6,29,8871,15,209,803,500,1481,14,974,848,2279,7390
1785.86,6,367,25719,214,99,8384,469,15114,153,69,11749,69,10605
1795.834,17,449,39928,404,35,4456,288,25708,45,288,40018,288,14220
0.067,6,11,1535,6,507,13,507,767,5,556,16,556,768
1798.938,1,300,25200,300,56,6016,56,25200,0,0,0,0,0
0.432,1,2,112,2,28,432,28,112,0,0,0,0,0
1789.928,17,346,58163,346,140,5188,391,58163,0,0,0,0,0
93.894,6,19,788,8,0,3598,0,328,11,0,9387,0,460
0.159,17,2,290,1,40,0,40,68,1,194,0,194,222
55.235,17,40,10360,40,231,1416,388,10360,0,0,0,0,0
41.04,6,28,7217,13,155,3420,267,1306,15,482,2930,1420,5911
1799.948,17,4214,202272,2107,20,854,20,101136,2107,20,854,20,101136
1742.086,6,158,9778,83,47,21244,208,5879,75,31,23538,31,3899
1.049,6,28,8503,15,225,61,561,1985,13,997,71,1791,6518
0.721,6,4,220,2,0,721,0,100,2,0,301,0,120
1.964,6,2,176,1,0,0,0,40,1,96,0,96,136
1748.286,6,187,11425,94,47,18798,208,6806,93,31,18997,31,4619
24.701,1,4,224,4,28,8233,28,224,0,0,0,0,0
1786.852,6,104,8308,68,64,26669,64,4896,36,58,51050,58,3412
1772.619,6,180,15480,120,69,14895,69,8940,60,69,30039,69,6540
3.871,17,12,6492,6,615,774,1350,3860,6,410,305,1350,2632
1619.345,1,8,848,8,78,231335,78,848,0,0,0,0,0
171.421,6,22,10186,11,304,79,597,1385,11,1192,17124,1460,8801
1740.602,17,28,6580,28,207,64466,207,6580,0,0,0,0,0
291.431,6,51,11053,25,116,12141,517,2267,26,617,11655,1418,8786
69.185,6,25,9939,12,410,57,922,1778,13,847,5753,1360,8161
280.217,6,27,7312,12,158,25474,267,1277,15,678,20010,2045,6035
72.302,6,31,7083,14,178,5558,517,1654,17,504,4516,1408,5429
1.875,17,4,280,2,34,1874,34,124,2,50,1872,50,156
1799.562,6,370,24832,215,87,8409,469,14285,155,69,11683,69,10547
1785.916,6,102,8228,68,64,26655,64,4896,34,58,54116,58,3332
1773.377,6,180,15480,120,69,14902,69,8940,60,69,30048,69,6540
2.523,6,9,1647,6,100,504,100,344,3,1179,1118,1179,1303
225.32,17,10,880,5,48,56326,48,380,5,72,56327,72,500
280.18,6,26,7272,12,158,25470,267,1277,14,775,21549,2800,5995
0.004,17,2,235,1,36,0,36,64,1,143,0,143,171
0.006,17,2,468,1,40,0,40,68,1,372,0,372,400
4.824,6,342,273155,195,971,24,1360,20472,147,1801,31,5643,252683
12.209,6,1916,1658257,1166,1367,10,1380,1622907,750,421,16,1923,35350
0.097,6,10,767,5,186,21,186,454,5,45,19,45,313
1784.837,6,107,8561,69,65,26247,65,5035,38,59,48236,59,3526
1.06,17,4,360,2,30,1014,30,116,2,94,1008,94,244
299.542,6,6,364,4,31,99847,31,222,2,31,299521,31,142
1790.038,6,356,22520,208,69,8647,69,12460,148,69,12176,69,10060
1796.882,17,449,39928,404,35,4458,288,25708,45,288,40020,288,14220
5.184,6,39,7269,20,218,272,314,3423,19,513,274,1179,3846
1784.588,6,102,8364,68,66,26635,66,4964,34,60,54075,60,3400
243.753,6,79,23990,41,701,6093,1418,13404,38,452,6587,1819,10586
1790.884,6,357,22698,208,69,8651,69,12529,149,69,12099,69,10169
1788.138,17,264,62823,264,209,6799,422,62823,0,0,0,0,0
1792.613,6,247,36448,153,302,11793,302,26402,94,83,19274,83,10046
6.797,6,42,7389,22,218,323,314,3503,20,513,343,1179,3886
4.182,17,36,24125,19,752,230,1350,14837,17,518,259,1350,9288
1741.43,6,87,6322,58,31,30551,31,3915,29,31,62193,31,2407
0.021,17,2,118,1,31,0,31,59,1,31,0,31,59
372.136,6,25,1651,17,177,23258,177,1117,8,110,9218,110,534
1752.545,6,97,8880,45,36,39828,36,2628,52,445,34362,445,6252
1751.072,17,12,498,11,14,175107,14,462,1,8,0,8,36
175.437,17,2,72,1,8,0,8,36,1,8,0,8,36
0.016,17,4,284,2,32,0,32,120,2,54,6,60,164
205.749,6,35,5244,20,304,10828,304,3772,15,83,14678,83,1472
7.613,6,16,3273,8,49,1087,92,523,8,1165,1026,1448,2750
1739.332,1,183,10248,183,28,9556,28,10248,0,0,0,0,0
1679.453,1,15,840,15,28,119960,28,840,0,0,0,0,0
1787.911,6,376,26148,217,98,8277,469,15372,159,69,11315,69,10776
1143.067,2,10,320,10,8,127007,8,320,0,0,0,0,0
1797.221,17,448,39896,403,35,4470,288,25676,45,288,40024,288,14220
1.427,6,53,19658,29,905,50,1460,13877,24,400,54,1460,5781
8.736,6,1744,1606590,1098,1385,7,1408,1568334,646,931,13,2801,38256
2.026,17,3,468,3,128,1013,128,468,0,0,0,0,0
240.33,6,45,9209,21,519,12016,1402,5777,24,241,10448,618,3432
173.717,6,20808,20110383,14017,1357,12,1408,19752587,6791,776,25,1408,357796
0.539,6,27,9008,13,243,44,611,1668,14,941,38,1368,7340
0.034,17,2,472,1,60,0,60,88,1,356,0,356,384
371.234,6,78,5462,34,56,11234,294,2673,44,46,8633,78,2789
997.443,17,196,14896,196,48,5115,48,14896,0,0,0,0,0
1770.381,6,101,9410,66,66,27236,66,5610,35,60,52067,60,3800
0.05,17,2,265,1,45,0,45,73,1,164,0,164,192
280.534,6,30,7432,14,158,21579,267,1357,16,678,18697,3456,6075
1773.457,6,180,15480,120,69,14903,69,8940,60,69,30051,69,6540
7.023,17,2,178,1,29,0,29,57,1,93,0,93,121
8.727,6,45,8409,21,227,436,314,4022,24,489,368,1179,4387
0.379,6,21,7203,13,318,31,600,1958,8,964,52,1471,5245
0.729,6,155,103490,82,1309,9,1420,96279,73,427,9,1420,7211
300.144,6,24,8495,14,404,23088,1241,2352,10,802,7300,1448,6143
1772.623,6,180,15480,120,69,14895,69,8940,60,69,30036,69,6540
70.4,6,29,7395,13,155,5866,267,1306,16,453,4692,3417,6089
1.156,6,22,7900,11,164,98,267,1236,11,1216,98,3819,6664
65.249,17,4,558,2,36,65244,36,128,2,187,65245,187,430
4.827,17,2,656,2,300,4827,300,656,0,0,0,0,0
1797.899,6,189,18020,100,68,18158,721,8095,89,171,20428,1414,9925
0.835,6,11,1727,7,100,139,100,384,4,589,193,1152,1343
0.668,6,127,99211,81,1302,8,1420,93150,46,526,14,3303,6061
1.007,17,2,124,2,34,1007,34,124,0,0,0,0,0
1.615,6,75,52053,43,1280,38,1440,44484,32,842,46,1440,7569
0.865,1,2,112,2,28,865,28,112,0,0,0,0,0
0.454,6,12,1653,6,288,84,288,548,6,426,51,434,1105
1740.464,17,29,30566,29,1026,62159,1026,30566,0,0,0,0,0
1.002,6,10,1687,7,100,167,100,384,3,1179,370,1179,1303
0.29,6,27,9071,13,247,24,624,1672,14,832,21,1448,7399
1794.989,1,23,3199,23,111,81590,351,3199,0,0,0,0,0
46.639,6,38,9540,14,296,388,1189,2641,24,395,2027,1420,6899
1778.938,17,72,3018,71,14,25413,14,2982,1,8,0,8,36
5.34,6,6,1257,4,327,1780,414,815,2,181,5118,270,442
300.135,6,45,19123,25,1035,12498,1360,13459,20,373,15787,2667,5664
93.783,6,46,10336,22,541,511,910,3139,24,366,4071,3488,7197
4.761,6,39,7269,19,218,264,314,3383,20,513,235,1179,3886
1799.111,6,367,25650,214,99,8446,469,15045,153,69,11836,69,10605
268.44,6,32,9021,14,158,20649,267,1357,18,630,15783,1781,7664
17.588,17,17,9004,9,736,2152,1350,6884,8,237,2507,1350,2120
67.261,6,38,9296,16,327,363,1189,2615,22,413,3202,1420,6681
36.985,17,5,1688,5,309,9246,316,1688,0,0,0,0,0
240.158,6,54,18114,29,807,8576,1408,15242,25,195,10006,580,2872
1794.293,1,57,4788,57,56,32040,56,4788,0,0,0,0,0
11.777,6,1847,1625353,1125,1390,10,1420,1592240,722,467,16,1883,33113
1771.449,6,99,9306,66,66,27253,66,5610,33,60,55355,60,3696
7.819,6,15,1362,8,275,1117,275,878,7,96,988,96,484
18.202,6,6,328,4,0,6067,0,216,2,0,18187,0,112
0.157,17,2,390,1,46,0,46,74,1,288,0,288,316
364.229,6,609,539983,413,1327,884,1368,508496,196,519,1782,2736,31487
1785.397,6,97,7369,64,38,28339,205,4559,33,33,55784,98,2810
10.456,6,13,11898,4,275,3485,275,439,9,1585,1235,2840,11459
1799.231,17,758,45749,758,32,2376,37,45749,0,0,0,0,0
1798.378,17,448,39896,403,35,4473,288,25676,45,288,40019,288,14220
374.632,6,18,1242,14,180,28817,180,916,4,110,20059,110,326
1.575,6,12,1036,6,283,279,283,603,6,105,280,105,433
8.415,6,1841,1714810,1176,1381,7,1408,1675566,665,931,12,2801,39244
0.019,17,4,284,2,32,15,32,120,2,54,12,60,164
302.661,6,60,26673,34,1067,9171,1360,20602,26,358,419,1360,6071
1787.904,6,366,24534,213,88,8433,469,14067,153,69,11762,69,10467
61.34,6,37,15900,22,794,2920,1408,9122,15,665,4361,1408,6778
61.667,6,32,7584,15,140,4404,267,1593,17,482,3850,1933,5991
1786.731,6,359,24079,209,83,8590,965,13465,150,74,11991,405,10614
1798.415,17,448,39896,403,35,4473,288,25676,45,288,40022,288,14220
1771.626,6,101,9344,66,65,27255,65,5577,35,59,52104,59,3767
282.723,6,33,8575,13,158,23560,267,1317,20,496,14877,1400,7258
1694.737,17,16,1265,8,30,242100,37,471,8,71,242100,136,794
1715.886,17,387,62024,387,132,4445,391,62024,0,0,0,0,0
1744.57,6,98,7421,64,38,27691,205,4528,34,33,52852,98,2893
1794.238,17,86,3612,86,14,21108,14,3612,0,0,0,0,0
300.985,6,73,53758,46,1249,6688,1368,47378,27,828,1617,1571,6380
0.281,17,2,167,1,39,0,39,67,1,72,0,72,100
1789.535,17,134,10720,67,48,27114,48,5092,67,56,27114,56,5628
0.033,17,2,234,1,33,0,33,61,1,145,0,145,173
0.323,6,12,3704,6,171,64,171,491,6,964,55,1448,3213
89.13,6,24,10657,14,741,47,1360,3557,10,1337,9887,4428,7100
1.167,6,25,8056,12,164,91,267,1288,13,1014,83,2411,6768
22.553,6,28,11324,10,214,2487,214,880,18,968,1318,1440,10444
1700.603,17,13,534,11,14,170042,14,462,2,8,1700427,8,72
20.151,6,20,5366,12,107,1831,159,1074,8,967,2874,1659,4292
0.783,17,4,560,2,64,768,64,184,2,160,760,160,376
300.693,6,37,8431,20,291,15825,786,1997,17,478,529,2128,6434
228.31,6,5604,4889678,3360,1366,67,1368,4755176,2244,749,101,1368,134502
300.686,6,38,8269,20,241,15825,618,1797,18,441,502,1440,6472
1791.41,17,386,64223,386,138,4653,386,64223,0,0,0,0,0
396.525,17,6,456,3,48,198257,48,228,3,48,198257,48,228
16.57,17,16,8992,9,741,2061,1350,6923,7,267,2748,1350,2069
1120.913,17,12,3099,6,31,224180,37,355,6,429,224180,463,2744
0.069,6,11,913,6,182,13,182,490,5,77,3,134,423
43.802,17,4,352,2,60,43801,60,176,2,60,43801,60,176
1681.508,17,16,1265,8,30,240213,37,471,8,71,240213,136,794
4.116,17,4,244,4,33,1372,33,244,0,0,0,0,0
0.188,17,2,414,1,32,0,32,60,1,326,0,326,354
760.017,1,32,1792,32,28,24516,28,1792,0,0,0,0,0
448.541,1,4,416,4,76,149513,76,416,0,0,0,0,0
82.304,6,33,7963,9,155,568,267,1146,24,307,3578,1420,6817
140.853,6,117,91430,78,1245,1829,1408,81280,39,811,1906,3847,10150
11.583,6,1776,1590628,1124,1363,10,1380,1560306,652,421,17,1923,30322
3.557,6,31,8912,14,158,273,267,1357,17,763,217,2236,7555
1799.468,1,58,4872,58,56,31569,56,4872,0,0,0,0,0
28.982,6,37,9998,19,736,495,1360,4476,18,435,1694,2667,5522
280.47,6,31,7472,13,158,23372,267,1317,18,603,16495,2760,6155
3.01,6,14,3459,8,81,430,81,513,6,872,602,1448,2946
0.38,6,12,1304,6,256,74,256,756,6,304,74,304,548
1770.346,6,101,9278,66,64,27236,64,5544,35,58,52065,58,3734
1772.154,6,180,15480,120,69,14892,69,8940,60,69,30030,69,6540
1799.716,17,87,3648,86,14,21173,14,3612,1,8,0,8,36
1763.879,2,14,448,14,8,135683,8,448,0,0,0,0,0
125.49,6,14,3266,6,183,621,267,611,8,777,17890,1152,2655
1790.001,1,280,15680,280,28,6415,28,15680,0,0,0,0,0
0.38,6,6,324,4,0,126,0,216,2,0,206,0,108
4.573,6,44,8369,22,227,217,314,4062,22,427,206,1152,4307
858.378,17,165,12540,165,48,5234,48,12540,0,0,0,0,0
401.602,6,27,7267,6,156,67186,267,718,21,356,20079,1460,6549
1.582,6,23,4777,13,208,131,523,1714,10,507,156,1448,3063
1.444,6,52,18399,26,885,57,1440,12583,26,433,50,1440,5816
19.532,17,2097,614980,1324,389,14,1108,552420,773,52,25,599,62560
0.293,6,9,1346,5,145,73,145,349,4,833,33,833,997
0.683,6,12,3704,6,171,124,171,491,6,964,130,1448,3213
1680.474,1,15,840,15,28,120033,28,840,0,0,0,0,0
280.023,6,28,7352,13,158,23335,267,1317,15,678,20000,3436,6035
1747.108,6,113,8190,70,31,25320,31,4797,43,31,41597,31,3393
31.4,6,17,5837,10,139,3488,159,1098,7,873,5224,1659,4739
11.007,17,8,704,4,48,3666,48,304,4,72,3665,72,400
240.829,6,36,4890,17,267,15034,781,2495,19,199,13371,580,2395
1.279,6,48,18809,27,862,49,1360,13193,21,476,55,2715,5616
21.95,6,3102,2885179,1948,1400,11,1448,2820507,1154,776,18,1448,64672
0.026,17,3,676,2,60,1,60,176,1,472,0,472,500
373.906,6,26,1703,17,177,23369,177,1117,9,110,8956,110,586
0.073,6,9,1339,5,145,18,145,349,4,826,16,826,990
21.713,6,3513,3211949,2107,1436,10,1448,3126573,1406,776,15,1448,85376
1789.882,6,365,23087,211,69,8523,69,12787,154,69,11695,69,10300
56.473,6,23,1664,17,43,3529,43,1304,6,0,6202,0,360
137.768,6,15,3237,3,92,636,92,256,12,261,12506,1448,2981
8.256,6,1633,1528314,1049,1380,7,1408,1493282,584,931,13,2816,35032
2.609,6,13,2311,7,188,434,245,660,6,1407,466,1407,1651
1745.099,6,96,7255,62,38,28608,205,4424,34,33,52875,98,2831
0.002,17,2,770,2,357,2,357,770,0,0,0,0,0
5.21,17,8,1176,4,48,1729,48,304,4,190,1730,308,872
10.947,6,18,3378,10,210,1216,210,972,8,664,1563,904,2406
1764.256,2,14,448,14,8,135712,8,448,0,0,0,0,0
0.008,6,2,218,1,138,0,138,178,1,0,0,0,40
64.768,6,12,927,4,177,119,177,393,8,110,9227,110,534
1798.462,17,447,39580,403,35,4473,288,25676,44,288,40952,288,13904
2.483,6,6,260,3,0,1241,0,128,3,0,978,0,132
32.598,17,3,228,3,48,16299,48,228,0,0,0,0,0
0.434,6,12,1653,6,288,83,288,548,6,426,46,434,1105
6.766,6,28,7424,11,155,676,267,1226,17,423,422,2006,6198
0.051,17,4,288,2,33,1,33,122,2,55,10,61,166
300.657,6,37,8526,19,315,16703,882,2053,18,441,496,1360,6473
254.118,17,6,528,3,48,127055,48,228,3,72,127054,72,300
3.146,17,6,420,3,32,1571,32,180,3,52,1570,60,240
280.463,6,28,7352,13,158,23371,267,1317,15,775,20026,4836,6035
195.766,6,28081,23478497,13175,1264,14,1348,737121,14906,1474,13,5584,22741376
35.23,17,20,1760,10,48,3913,48,760,10,72,3913,72,1000
58.382,6,25,7097,12,155,5307,267,1266,13,589,4864,3426,5831
3.355,17,4,368,4,64,1118,64,368,0,0,0,0,0
1772.028,6,181,15589,120,69,14890,69,8940,61,69,29531,69,6649
1750.596,17,25,1044,24,14,76112,14,1008,1,8,0,8,36
1744.998,6,97,7307,63,38,28145,205,4476,34,33,52871,98,2831
6.039,17,3,418,2,32,6028,32,120,1,270,0,270,298
0.584,6,18,7140,9,120,72,120,644,9,1003,72,1448,6496
1742.967,6,95,7203,63,38,28112,205,4476,32,33,56215,98,2727
1795.709,6,356,22520,208,69,8674,69,12460,148,69,12215,69,10060
0.41,17,4,352,2,60,410,60,176,2,60,409,60,176
186.528,17,4,1344,4,308,62176,308,1344,0,0,0,0,0
1.602,6,62,18932,30,707,55,1360,9061,32,428,51,1360,9871
0.158,17,2,154,1,41,0,41,69,1,57,0,57,85
50.963,17,4,240,2,32,50962,32,120,2,32,50962,32,120
0.426,17,18,9451,9,419,53,1350,4026,9,574,49,1350,5425
1781.576,17,73,3060,72,14,25092,14,3024,1,8,0,8,36
280.322,6,30,7432,13,158,23360,267,1317,17,543,17516,1400,6115
0.085,17,4,304,2,37,46,37,130,2,59,40,65,174
324.792,6,26,3399,9,221,40598,517,1374,17,381,20299,499,2025
280.282,6,28,7352,12,158,25480,267,1277,16,603,18684,1400,6075
1744.656,2,26,832,26,8,69786,8,832,0,0,0,0,0
204.406,17,4,377,2,33,204382,37,123,2,99,204383,136,254
1792.339,6,344,23420,194,69,9286,69,12245,150,69,12029,69,11175
312.509,6,8,474,2,106,312500,106,194,6,0,62500,0,280
0.665,6,20,9985,10,125,73,125,653,10,1257,73,1448,9332
1772.435,6,180,15480,120,69,14894,69,8940,60,69,30036,69,6540
3.462,17,5,562,4,32,1053,32,240,1,294,0,294,322
1.143,6,25,8056,12,164,89,267,1288,13,1014,81,2411,6768
300.834,6,44,14393,24,866,13079,1360,8791,20,399,454,1360,5602
252.443,2,3,96,3,8,126221,8,96,0,0,0,0,0
0.348,17,2,196,1,62,0,62,90,1,78,0,78,106
19.868,17,4,824,2,48,19858,48,152,2,308,19856,308,672
1.012,6,24,6420,13,299,84,842,2023,11,790,99,1452,4397
1792.894,17,180,11520,180,36,10016,36,11520,0,0,0,0,0
1772.336,6,180,15480,120,69,14893,69,8940,60,69,30035,69,6540
1690.262,17,35,11752,35,307,49713,308,11752,0,0,0,0,0
1785.239,1,98,5488,98,28,18404,28,5488,0,0,0,0,0
1787.914,6,365,23087,211,69,8513,69,12787,154,69,11685,69,10300
1792.605,1,116,6496,116,28,15587,28,6496,0,0,0,0,0
0.601,6,7,295,4,0,200,0,164,3,7,206,7,131
220.092,17,8,2688,8,308,31441,308,2688,0,0,0,0,0
65.509,6,34,7956,11,155,146,267,1226,23,305,2977,1460,6730
1772.296,6,180,15480,120,69,14893,69,8940,60,69,30032,69,6540
1794.684,17,202,42218,202,181,8928,379,42218,0,0,0,0,0
2.944,17,6,1409,3,40,1467,40,204,3,373,1465,379,1205
240.654,2,4,128,4,8,80218,8,128,0,0,0,0,0
82.081,6,7,10500,7,1448,13680,1448,10500,0,0,0,0,0
0.3,17,2,154,1,33,0,33,61,1,65,0,65,93
38.069,17,44,6468,22,48,1812,48,1672,22,190,1812,308,4796
4.089,17,10,2322,5,30,1016,30,290,5,378,1019,468,2032
300.937,6,23,9197,14,236,23136,597,1536,9,1457,37596,3081,7661
240.595,2,2,64,2,8,240595,8,64,0,0,0,0,0
61.771,6,63,45311,42,1176,1506,1408,37485,21,960,3076,3847,7826
14.761,1,6,636,6,78,2952,78,636,0,0,0,0,0
1744.718,2,27,864,27,8,67104,8,864,0,0,0,0,0
0.423,6,111,87029,59,131,7,232,2889,52,1745,8,5411,84140
409.979,6,61,11665,30,183,14137,1189,4141,31,313,4349,1917,7524
9.715,2,4,128,4,8,3238,8,128,0,0,0,0,0
1624.115,1,7,392,7,28,270685,28,392,0,0,0,0,0
281.61,6,27,7312,13,158,23467,267,1317,14,775,21643,3445,5995
0.374,6,24,6064,12,181,34,537,1526,12,651,31,1448,4538
1771.234,1,173,9688,173,28,10297,28,9688,0,0,0,0,0
1.136,17,4,368,2,32,818,32,120,2,96,861,96,248
205.96,6,29,7392,13,158,17163,267,1317,16,603,13729,2036,6075
0.109,6,39,24765,18,274,6,517,1791,21,1286,3,1408,22974
0.177,17,2,152,1,48,0,48,76,1,48,0,48,76
1787.37,6,102,8228,68,64,26677,64,4896,34,58,54158,58,3332
1786.994,6,106,8580,69,65,26279,65,5035,37,59,49634,59,3545
0.01,17,2,251,1,36,0,36,64,1,159,0,159,187
18.624,17,30,6460,10,257,2065,1350,2856,20,152,978,1350,3604
280.805,6,31,7813,14,158,21600,267,1357,17,577,17549,2036,6456
0.095,6,20,9166,10,121,10,121,649,10,1141,10,1448,8517
126.073,17,4,558,2,36,126068,36,128,2,187,126068,187,430
1786.679,17,87,3648,86,14,21019,14,3612,1,8,0,8,36
1789.64,17,141,11276,71,48,25566,48,5396,70,56,25936,56,5880
0.081,6,3,132,2,0,27,0,92,1,0,0,0,40
39.216,17,22,1936,11,48,3919,48,836,11,72,3916,72,1100
359.691,6,51,7826,25,142,11338,516,2145,26,231,14384,1452,5681
0.435,6,11,1008,6,256,81,256,500,5,304,101,304,508
1021.531,6,222,17326,117,125,8806,469,10185,105,68,9668,69,7141
1798.299,6,367,25650,214,99,8442,469,15045,153,69,11829,69,10605
2.082,6,29,10388,17,373,130,851,1803,12,1012,181,1420,8585
6.309,1,4,224,4,28,2103,28,224,0,0,0,0,0
1798.265,6,2428,2473643,857,147,2100,900,55114,1571,1561,1145,7010,2418529
1638.262,2,13,416,13,8,136521,8,416,0,0,0,0,0
8.374,6,1948,1820401,1244,1385,6,1408,1779129,704,931,11,2801,41272
0.163,6,28,7336,14,155,12,267,1341,14,603,11,2036,5995
2.445,17,2,672,2,308,2445,308,672,0,0,0,0,0
358.578,17,26,2080,13,48,29880,48,988,13,56,29880,56,1092
906.757,6,108,14324,62,83,12319,267,4991,46,182,20150,4837,9333
240.294,6,46,9044,24,524,10447,1418,5974,22,213,11442,618,3070
1661.938,1,7,392,7,28,276989,28,392,0,0,0,0,0
178.104,6,11,14718,11,1298,17810,1298,14718,0,0,0,0,0
177.39,6,73,48060,45,1172,4031,1448,39874,28,746,2282,1448,8186
280.291,6,30,7432,13,158,23357,267,1317,17,603,17515,2036,6115
8.282,6,14,6414,7,0,2,0,340,7,827,1050,958,6074
1775.7,17,140,11200,70,48,25734,48,5320,70,56,25734,56,5880
351.662,6,38,12709,12,137,31968,267,1590,26,503,14066,1460,11119
5.894,6,5,339,3,131,2821,131,255,2,0,5640,0,84
1786.081,6,104,8376,68,65,26657,65,4930,36,59,51028,59,3446
1780.942,17,142,11360,71,48,25441,48,5396,71,56,25441,56,5964
12.804,6,24,6993,13,275,1067,275,1078,11,910,805,1440,5915
1771.196,6,99,9306,66,66,27249,66,5610,33,60,55346,60,3696
1653.019,1,8,448,8,28,236145,28,448,0,0,0,0,0
0.613,6,8,335,4,0,204,0,164,4,7,68,7,171
83.873,6,38,18850,20,592,327,1360,6162,18,919,4924,3928,12688
280.426,6,28,7352,13,158,23368,267,1317,15,678,20027,3456,6035
1775.633,1,56,4704,56,56,32284,56,4704,0,0,0,0,0
1727.288,1,8,448,8,28,246755,28,448,0,0,0,0,0
104.837,6,7040,7161454,2384,649,43,650,150651,4656,1455,22,2896,7010803
280.164,6,29,7392,14,158,21551,267,1357,15,678,20011,3436,6035
6.198,6,2,111,2,31,6198,31,111,0,0,0,0,0
1775.072,6,180,15480,120,69,14916,69,8940,60,69,30079,69,6540
34.755,1,40,4160,0,0,0,0,0,40,76,891,76,4160
1274.908,6,99,10860,60,81,21608,722,5465,39,112,33544,1408,5395
11.359,6,1817,1571009,1100,1374,10,1420,1538108,717,526,15,3303,32901
2.169,6,25,6680,13,343,180,1061,2243,12,790,192,1460,4437
0.034,17,2,904,1,300,0,300,328,1,548,0,548,576
277.487,17,2,150,2,47,277487,47,150,0,0,0,0,0
14.504,17,30,18005,13,670,1208,1350,9080,17,497,904,1350,8925
194.59,6,16,5988,6,94,38918,106,627,10,706,529,1452,5361
1785.86,6,367,24574,212,87,8463,469,14096,155,69,11596,69,10478
2.581,6,11,975,6,304,516,304,624,5,83,638,83,351
518.665,6,1421,1333619,511,219,1016,955,29867,910,1400,570,1418,1303752
0.037,17,5,1640,5,300,9,300,1640,0,0,0,0,0
0.826,17,4,820,2,36,821,36,128,2,318,821,318,692
16.981,17,16,6698,8,539,2421,1350,4539,8,241,2421,1350,2159
264.138,17,2,908,2,426,264138,687,908,0,0,0,0,0
259.63,17,4,352,2,60,259628,60,176,2,60,259629,60,176
3.003,6,2,88,2,0,0,0,88,0,0,0,0,0
533.387,1,22,1232,22,28,25399,28,1232,0,0,0,0,0
1795.776,17,142,11360,71,48,25653,48,5396,71,56,25653,56,5964
4.443,6,13,3468,4,92,1481,92,296,9,385,323,1448,3172
31.094,6,40,8640,20,399,463,882,2042,20,413,1629,1460,6598
5.018,17,4,288,2,36,5002,36,128,2,52,4993,52,160
280.237,6,29,7392,13,158,23353,267,1317,16,603,18681,2036,6075
2.916,17,4,518,3,39,877,39,201,1,289,0,289,317
1.232,6,50,18786,27,855,47,1360,13090,23,433,48,1360,5696
1796.639,6,357,22629,208,69,8679,69,12460,149,69,12139,69,10169
50.887,6,28,7217,13,155,4240,267,1306,15,482,3634,2840,5911
1778.663,17,140,11200,70,48,25777,48,5320,70,56,25777,56,5880
2.136,6,16,3676,8,150,305,174,624,8,681,284,1420,3052
1772.994,6,180,15480,120,69,14899,69,8940,60,69,30043,69,6540
2.035,6,39,13222,21,222,91,540,2264,18,929,90,1591,10958
1748.015,6,95,7203,63,38,28193,205,4476,32,33,56373,98,2727
10.971,6,20,4390,11,275,1097,275,998,9,755,781,1414,3392
11.317,6,26,9913,13,275,943,275,1078,13,1037,766,1420,8835
0.478,6,10,968,5,256,114,256,460,5,304,114,304,508
11.361,6,1790,1569065,1086,1391,10,1420,1536684,704,526,16,3303,32381
31.778,6,8,436,2,0,31778,0,100,6,0,5918,0,336
